"mPFC.NA","mPFC.DOPAC","mPFC.DA","mPFC.5_HIAA","mPFC.HVA","mPFC.5_HT","mPFC.3_MT","Nacc.NA","Nacc.DOPAC","Nacc.DA","Nacc.5_HIAA","Nacc.HVA","Nacc.5_HT","Nacc.3_MT","Cpu.NA","Cpu.DOPAC","Cpu.DA","Cpu.5_HIAA","Cpu.HVA","Cpu.5_HT","Cpu.3_MT","Hipp.NA","Hipp.DOPAC","Hipp.DA","Hipp.5_HIAA","Hipp.HVA","Hipp.5_HT","Amyg.NA","Amyg.DOPAC","Amyg.DA","Amyg.5_HIAA","Amyg.HVA","Amyg.5_HT","Amyg.3_MT","VTA.NA","VTA.DOPAC","VTA.DA","VTA.5_HIAA","VTA.HVA","VTA.5_HT","VTA.3_MT","mPFC.Taurine","mPFC.Gln","mPFC.Gly","mPFC.Asp","mPFC.Glu","mPFC.Ala","mPFC.GABA","Nacc.Taurine","Nacc.Gln","Nacc.Gly","Nacc.Asp","Nacc.Glu","Nacc.Ala","Nacc.GABA","Cpu.Taurine","Cpu.Gln","Cpu.Gly","Cpu.Asp","Cpu.Glu","Cpu.Ala","Cpu.GABA","Hipp.Taurine","Hipp.Gln","Hipp.Gly","Hipp.Asp","Hipp.Glu","Hipp.Ala","Hipp.GABA","Amyg.Taurine","Amyg.Gln","Amyg.Gly","Amyg.Asp","Amyg.Glu","Amyg.Ala","Amyg.GABA","VTA.Taurine","VTA.Gln","VTA.Gly","VTA.Asp","VTA.Glu","VTA.Ala","VTA.GABA","yIsolation","yEncounter","yEncounterLength","yUSV"
346.966779661,47.0013559322,76.7247457627,234.4393220339,89.4833898305,190.9769491525,60.4759322034,595.126,1971.288,9622.644,533.278,1208.972,604.9,220.798,0,1799.2828915663,16009.6857831326,459.8602409639,1796.0530120482,268.7277108434,427.7493975904,408.6728571429,7.065,22.965,439.5364285714,0,229.4978571429,881.6575609756,142.5629268293,823.0448780488,724.1912195122,104.8858536585,902.803902439,0,3395.4900000001,2013.47,6339.8200000001,3483.5300000001,1309.66,3704.1300000001,105.22,5.2759322034,3.2461016949,0.7484745763,2.0786440678,11.2128813559,0.5023728814,1.5742372881,7.418,6.852,0.942,2.756,12.57,0.866,5.474,10.5787951807,5.6544578313,0.7980722892,2.0443373494,12.753253012,0.9209638554,2.618313253,6.4221428571,3.8142857143,0.8978571429,1.8128571429,10.2085714286,0.8635714286,2.4728571429,6.2868292683,6.0907317073,0.8809756098,3.12,15.1463414634,0.7141463415,4.5834146341,6.46,9.47,3.68,7.21,19.15,0.82,12.64,"Control","Encounter","Short",114
502.2891428572,71.3177142857,139.2205714286,335.3074285714,110.6914285714,352.7862857143,0,784.9546666667,2348.8800000001,11270.4613333337,530.656,1173.0533333334,770.5066666667,246.624,0,3135.62625,23827.1025000001,625.61625,2177.02125,374.355,672.25125,629.7844444445,13.9044444444,31.5977777778,544.4644444445,17.7533333333,279.2111111111,707.2523076923,262.1749450549,1794.8294505495,507.2769230769,147.3573626374,673.0404395604,55.712967033,937.2046153846,649.7930769231,1739.0676923077,990.7430769231,351.3115384615,1052.0653846154,44.0907692308,7.2342857143,4.4777142857,1.0697142857,2.7908571429,15.2811428571,0.72,2.1325714286,8.568,8.0906666667,1.056,3.0773333333,14.16,1.0426666667,6.2533333333,30.19875,10.02,1.4175,3.6,22.2675,1.57875,4.42125,9.3333333333,5.5022222222,1.4511111111,2.6755555556,14.9311111111,1.3555555556,3.6577777778,12.2215384615,10.6681318681,1.5375824176,5.5727472527,26.0017582418,1.3635164835,9.4523076923,3.6,4.0361538462,1.38,2.6538461538,7.4192307692,0.4430769231,6.18,"Control","Encounter","Short",113.5
439.7190697674,63.24,106.9311627907,346.7748837209,108.343255814,338.408372093,0,730.5825,3260.7975,13928.3287500001,912.15375,1867.32375,1026.02625,448.4775,0,1328.4945882353,10789.3157647058,265.2381176471,979.1025882353,185.3590588235,329.5891764706,395.562,9.7305,21.561,406.5855,15.627,244.9245,647.442,188.826,919.9335,523.809,108.3405,557.499,32.2785,1077.7542857143,654.0792857143,2034.1971428571,751.9564285714,374.3292857143,754.6157142857,71.7042857143,7.7693023256,4.4706976744,1.0325581395,3.3013953488,16.0995348837,0.6669767442,2.2772093023,11.22375,8.87625,1.485,3.73125,17.3025,1.32,6.345,7.9355294118,3.888,0.5971764706,1.4103529412,9.2018823529,0.6621176471,2.0922352941,6.1215,3.5625,0.867,1.8735,9.942,0.795,2.391,5.907,5.049,0.768,2.73,13.029,0.6285,4.209,2.4107142857,2.9764285714,1.2021428571,2.2928571429,6.0921428571,0.2957142857,4.545,"Control","Encounter","Short",113.5
355.6270588235,90.7111764706,92.2676470588,190.4258823529,107.4282352941,214.0023529412,0,2856.5606557377,985.0445901639,4602.7062295082,571.5245901639,489.7160655738,765.3068852459,95.1481967213,0,1121.4941935484,9491.1858064516,324.4787096774,717.8890322581,330.3316129032,258.2916129032,402.824,11.03,17.948,313.388,15.434,246.87,523.967027027,148.7481081081,1016.8556756757,389.9286486486,62.7145945946,739.7497297297,24.4897297297,3102.2480000001,1669.6640000001,5260.7440000002,2849.2160000001,879.248,3191.2480000001,118.968,4.6305882353,3.0935294118,0.7252941176,1.4417647059,9.4747058824,0.4623529412,1.3288235294,5.2131147541,4.6131147541,0.753442623,2.2249180328,8.297704918,0.4740983607,8.8229508197,8.344516129,5.2503225806,0.7187096774,1.4709677419,10.0348387097,0.7393548387,2.3135483871,6.1,3.92,0.896,1.37,9.384,0.846,2.374,11.5459459459,11.5102702703,1.6118918919,3.7654054054,24.8724324324,1.3102702703,6.7556756757,5.264,8.344,3.256,5.176,16.408,0.744,9.944,"Isolation","Encounter","Short",1012.5
496.0069565217,82.2,136.0486956522,247.792173913,114.4747826087,342.4017391304,0,2503.0023529411,1775.8352941176,10909.8611764704,550.4211764706,944.1058823529,806.0423529412,215.7364705882,0,1521.5314285715,14131.0438095241,353.9161904762,1009.8228571429,255.4476190476,344.3180952381,473.3081481481,20.7318518519,31.1985185185,667.5940740741,19.6133333333,419.8325925926,844.6684615385,135.8238461538,702.2376923077,565.2784615385,53.9446153846,1176.5053846154,0,791.9685,499.221,1129.9455,687.981,257.283,666.486,29.1915,6.4591304348,4.3173913043,0.9391304348,2.152173913,13.3408695652,0.652173913,1.7530434783,6.88,6.6258823529,0.8988235294,2.6211764706,11.2188235294,0.7223529412,6.2894117647,10.3695238095,5.820952381,0.7085714286,1.7942857143,11.6247619048,0.8685714286,2.0133333333,5.7111111111,4.3007407407,0.9125925926,1.797037037,10.1125925926,0.7955555556,2.277037037,6.9738461538,6.9738461538,1.0315384615,2.9215384615,16.1076923077,0.7869230769,3.7246153846,2.7105,3.348,1.2825,2.2305,6.078,0.36,3.9135,"Isolation","Encounter","Short",1012.5
274.5648,73.3888,90.5952,185.416,68.4224,192.6464,0,1231.1488,981.032,5090.304,446.848,585.304,521.3056,144.2032,0,1422.5918644068,13180.3505084745,373.633220339,1070.8901694915,210.3091525424,361.7816949153,357.8105263158,17.2968421053,17.2947368421,268.2526315789,10.1368421053,187.1115789474,476.5716129032,113.6580645161,815.9961290323,373.4374193548,66.2941935484,719.7496774194,28.3148387097,1227.05,632.855,1949.365,1257.19,398.99,1328.82,54.215,4.3856,3.0464,0.7024,1.6016,9.104,0.4768,1.1344,4.5312,4.2896,0.7024,2.1424,7.016,0.4416,5.048,10.1857627119,6.0711864407,0.8257627119,1.7938983051,11.7518644068,0.8501694915,1.8996610169,5.32,3.3557894737,0.8484210526,1.3747368421,8.0231578947,0.7473684211,1.9221052632,4.8503225806,4.855483871,0.7212903226,2.04,10.9406451613,0.5109677419,2.2516129032,2.095,3.36,1.4825,2.6075,6.81,0.335,3.46,"Isolation","Encounter","Short",577
375.5616,91.6272,117.7752,229.6752,124.0872,182.7552,0,1982.7221052631,1373.5115789474,4879.4168421052,465.4863157895,575.5831578947,539.8715789474,89.2210526316,0,1233.96,10731.7164179104,355.7695522388,963.5068656716,258.8220895522,268.56,306.3469090909,13.1214545455,11.2778181818,429.2836363636,12.9207272727,291.6589090909,602.0787692308,118.4769230769,574.8110769231,532.9901538462,54.624,1006.6707692308,0,1216.0157142857,633.5914285714,1393.9071428571,1255.7485714286,450.0771428571,1171.83,61.9114285714,5.9664,3.9312,0.8496,2.1648,12.0864,0.5904,1.8072,4.8968421053,4.9473684211,0.9431578947,2.3473684211,8.2252631579,0.5684210526,7.1663157895,7.8358208955,4.3074626866,0.6107462687,1.4041791045,8.5182089552,0.6537313433,1.7211940299,4.9483636364,3.5956363636,0.888,1.5992727273,8.6116363636,0.7330909091,1.9418181818,5.928,7.1224615385,0.9673846154,3.0461538462,14.6750769231,0.7643076923,4.4012307692,2.5114285714,4.1185714286,1.92,3.18,8.4857142857,0.4285714286,3.48,"Isolation","Encounter","Short",577
287.144,34.6096,64.6,169.8192,54.2848,201.296,0,475.7194285714,1624.6388571429,9471.6462857143,395.2594285714,945.7662857143,541.2788571429,247.4691428571,0,1147.4897142857,10844.3297142859,260.3297142857,902.6691428572,173.7445714286,312.7251428571,329.952631579,5.4126315789,20.4315789474,293.7394736842,0,185.1852631579,523.4892307692,74.7846153846,515.3830769231,284.3953846154,45.3046153846,704.0246153846,20.7446153846,875.312,594.73,1866.9,622.144,349.698,925.06,71.116,4.1248,2.8688,0.592,1.4016,8.672,0.4256,1.136,5.4925714286,5.4617142857,0.7817142857,1.7537142857,9.0942857143,0.7097142857,2.82,8.3417142857,4.6097142857,0.6497142857,1.3697142857,9.276,0.6634285714,1.692,5.7205263158,3.3505263158,0.7689473684,1.4005263158,8.8026315789,0.7894736842,1.7384210526,4.56,4.3461538462,0.6507692308,1.4276923077,9.5415384615,0.5030769231,2.1646153846,2.524,3.448,1.13,1.992,5.536,0.36,4.518,"Isolation","Encounter","Short",773.5
485.5517647059,91.8811764706,124.3129411765,277.9482352941,117.1094117647,271.4047058824,0,987.2352631579,1355.3936842105,6383.61,467.1947368421,652.4131578947,556.5157894737,176.6478947368,0,1194.5284848485,11834.044848485,319.8351515152,934.1806060606,243.023030303,385.68,331.3294736842,8.4410526316,11.1915789474,387.5636842105,17.88,229.5110526316,658.4346067416,82.6274157303,511.446741573,377.9042696629,49.6031460674,775.4804494382,20.8813483146,736.3098305085,531.1627118644,1635.0630508475,544.9525423729,277.5681355932,751.6047457627,56.1030508475,7.8564705882,6.1235294118,1.1470588235,3.0105882353,18.0141176471,0.8823529412,2.6470588235,5.3115789474,5.8768421053,0.8210526316,2.1821052632,9.5605263158,0.6331578947,6.9015789474,8.5393939394,5.7454545455,0.6957575758,1.6436363636,10.7442424242,0.7939393939,2.3466666667,6.1184210526,4.4494736842,0.9078947368,1.6594736842,10.6263157895,0.9015789474,2.4457894737,5.2206741573,6.1294382022,0.8116853933,2.4593258427,13.7703370787,0.6620224719,3.3950561798,1.9810169492,3.1423728814,0.9559322034,1.5925423729,4.6352542373,0.313220339,4.8183050847,"Isolation","Encounter","Short",773.5
405.58,51.0657142857,89.0714285714,236.2342857143,87.9885714286,260.1914285714,0,4187.5418181818,430.9490909091,1767.8527272727,511.1418181818,309.1818181818,563.1018181818,54.2818181818,0,1072.861875,8944.9293750001,366.735,792.706875,329.660625,299.7975,390.425625,23.745,10.08,669.85125,12.871875,308.776875,519.5726582278,87.8263291139,522.4769620253,415.1088607595,48.4465822785,760.0906329114,0,1033.56,634.7186440678,2030.5749152542,1046.739661017,372.3457627119,1328.4081355932,42.9579661017,6.3342857143,3.9542857143,0.9371428571,2.3457142857,12.9228571429,0.6228571429,1.7485714286,3.7436363636,3.3527272727,0.7309090909,2.0145454545,6.2345454545,0.3090909091,8.7454545455,7.738125,4.09125,0.654375,1.408125,8.4675,0.646875,1.9725,5.401875,3.680625,0.976875,1.606875,8.86125,0.770625,2.086875,5.1918987342,4.7149367089,0.7184810127,2.2389873418,11.6886075949,0.5605063291,2.8040506329,2.7172881356,3.48,1.3952542373,2.2149152542,6.2237288136,0.3661016949,6.0101694915,"Isolation","Encounter","Short",878
519.2472727273,86.7345454545,115.8836363636,300.9527272727,119.1781818182,302.6290909091,0,3169.3588235295,587.8305882353,2747.4617647059,487.8194117647,435.0776470588,617.9717647059,92.6347058824,0,1469.7436363636,12701.3163636363,448.58,1291.5581818182,398.3181818182,435.62,394.7695522388,7.9665671642,14.6489552239,346.9665671642,9.3170149254,202.391641791,693.372,99.771,707.2005,383.46,62.3955,852.036,0,1033.128,553.7021538462,1904.1470769231,556.3089230769,345.0849230769,815.8024615385,39.9396923077,7.2072727273,4.7672727273,1.0909090909,2.7709090909,15.1490909091,0.7454545455,1.96,3.9335294118,3.7888235294,0.7482352941,2.3629411765,6.5170588235,0.3652941176,7.8864705882,8.8454545455,5.3672727273,0.7363636364,1.6690909091,10.2509090909,0.7472727273,2.0727272727,5.5719402985,3.5176119403,0.8614925373,1.44,9.0250746269,0.8435820896,2.2656716418,4.881,4.8525,0.6735,1.8105,11.085,0.5595,2.667,2.2430769231,3.3581538462,1.248,2.1950769231,5.7987692308,0.3341538462,4.1298461538,"Isolation","Encounter","Short",878
222.3,300.7894285714,121.4348571429,312.99,171.072,190.4725714286,27.8734285714,1062.1424,1580.8304,4789.1392,663.6672,577.6128,738.5568,113.1536,114.3390697674,2135.6651162791,7161.5106976745,452.9148837209,904.2725581395,283.3227906977,221.0023255814,267.0537931034,38.4910344828,46.4255172414,567.2027586207,0,123.4055172414,557.0516504854,166.7440776699,1046.4687378641,501.9617475728,93.8953398058,538.2867961165,33.4759223301,368.5357894737,316.4178947368,731.7536842105,490.8157894737,134.9178947368,338.5957894737,20.7568421053,6.3137142857,4.0045714286,1.104,2.9245714286,11.892,0.7491428571,1.6422857143,5.9584,4.4608,0.8512,2.4704,8.1728,0.6496,5.5584,8.3079069767,5.0344186047,0.7841860465,1.7888372093,10.1553488372,0.7981395349,2.4195348837,6.5917241379,4.2248275862,1.375862069,1.7751724138,10.7068965517,1.0572413793,2.5737931034,5.34,5.0947572816,0.7258252427,2.8357281553,12.1048543689,0.5959223301,3.754368932,3.0284210526,2.9021052632,1.0894736842,2.0557894737,5.3431578947,0.4515789474,5.9968421053,"Control","Encounter","Long",72.5
198.5352,104.3064,148.4496,313.1928,116.2608,160.3056,0,2673.9716129032,655.6916129032,1337.5083870968,899.4793548387,292.7012903226,396.7838709677,37.4825806452,45.0827586207,1029.5917241379,3489.4406896552,452.7620689655,483.5275862069,301.5620689655,128.4144827586,260.509787234,31.794893617,67.3761702128,819.5157446809,0,148.7770212766,409.810212766,280.0136170213,1169.3846808511,654.7940425532,111.9089361702,484.44,27.0025531915,922.2676923077,474.3984615385,1432.3738461538,1293.7123076923,301.2861538462,1083.9784615385,25.5938461538,5.5584,3.5616,0.744,2.76,12.3696,0.5952,1.848,3.975483871,4.2967741935,0.9638709677,2.9380645161,7.56,0.4374193548,10.0258064516,4.5931034483,3.0910344828,0.6165517241,1.2,5.6068965517,0.4882758621,1.8248275862,5.1523404255,4.5344680851,0.9523404255,1.6595744681,10.8995744681,0.8910638298,2.7446808511,5.3336170213,5.6361702128,0.8182978723,2.9208510638,13.5561702128,0.7072340426,4.4221276596,2.3707692308,3.7046153846,1.2923076923,2.6415384615,7.2,0.3507692308,5.3384615385,"Control","Encounter","Long",72.5
260.3807142857,158.1707142857,139.1614285714,561.0535714286,140.2671428571,155.5457142857,0,256.2767213115,3757.7803278689,2905.7173770492,577.8727868853,875.6281967213,217.6367213115,85.1075409836,25.1833846154,2173.4584615384,8179.2443076922,395.2209230769,1076.304,170.2412307692,291.6387692308,214.1263157895,14.8210526316,45.3410526316,617.3221052632,0,136.6631578947,391.6212765957,107.9208510638,565.4068085106,404.809787234,41.2174468085,382.7770212766,8.3565957447,891.1924137931,371.1,829.5248275862,931.6137931034,224.4827586207,538.2724137931,19.0862068966,6.7457142857,3.7542857143,0.9942857143,3.0128571429,13.9542857143,0.7628571429,2.4857142857,5.8347540984,5.1895081967,0.9167213115,2.16,8.9468852459,0.806557377,4.3081967213,7.4141538462,3.7292307692,0.5464615385,1.6061538462,8.2264615385,0.6572307692,1.9790769231,5.0842105263,3.7557894737,0.8821052632,1.7831578947,10.2273684211,0.8378947368,2.4084210526,4.8012765957,5.3029787234,0.7187234043,2.885106383,13.0480851064,0.6855319149,3.9995744681,2.0337931034,2.9110344828,1.4482758621,2.335862069,5.7931034483,0.3703448276,4.8662068966,"Control","Encounter","Long",105
193.2306976744,70.6604651163,75.0474418605,329.751627907,52.6381395349,122.3051162791,0,500.4972413793,2979.4489655172,3080.6151724138,709.7689655172,778.1565517241,380.2572413793,71.94,33.4405479452,2055.4389041096,7290.8301369862,437.1402739726,998.1747945205,216.2465753425,259.7819178082,173.2110638298,23.3795744681,31.7055319149,546.5259574468,0,92.5634042553,370.3689230769,84.0895384615,253.6273846154,426.8086153846,22.1483076923,495.6083076923,6.7024615385,311.6597014925,371.3629850746,801.9605970149,750.3976119403,121.2388059701,521.2710447761,20.06543,6.5358139535,3.968372093,1.3451162791,2.991627907,13.2446511628,0.8874418605,2.2604651163,5.9668965517,4.9531034483,0.8937931034,2.2220689655,8.2468965517,0.7365517241,6.7406896552,8.695890411,4.9249315068,0.9139726027,1.7589041096,10.1424657534,0.9106849315,2.1863013699,6.6382978723,4.5114893617,1.314893617,1.6876595745,11.0782978723,1.1872340426,3.229787234,5.6298461538,5.7609230769,0.7061538462,2.5375384615,13.3144615385,0.7246153846,3.0710769231,2.1725373134,4.0244776119,1.6871641791,2.88,8.2585074627,0.4334328358,3.9008955224,"Control","Encounter","Long",105
198.0490909091,206.9577272727,150.4936363636,385.5218181818,163.545,106.6009090909,0,754.4112,1586.63424,4648.02336,564.84672,514.79616,523.92288,57.43392,56.2314893617,2536.4425531915,13123.6978723405,482.350212766,1218.0255319149,236.0259574468,258.8336170213,244.9662857143,24.6925714286,40.0817142857,469.2085714286,16.1108571429,147.3377142857,430.2477876106,19.3189380531,780.7083185841,541.6460176991,46.9104424779,459.6169911504,11.5019469027,671.4545454545,580.7890909091,1406.1163636364,933.6261818182,247.4181818182,802.0843636364,46.9483636364,6.4390909091,4.2354545455,0.9081818182,2.9127272727,14.28,0.69,2.4381818182,4.87104,4.85952,0.80064,2.44416,7.93152,0.52416,8.112,8.6221276596,5.4638297872,0.605106383,1.9480851064,10.7234042553,0.6689361702,2.3285106383,6.4885714286,4.7091428571,0.8571428571,2.076,11.7428571429,1.0114285714,3.0771428571,3.9260176991,4.712920354,0.5883185841,2.0761061947,10.1638938053,0.4853097345,4.2955752212,2.1709090909,2.9650909091,1.0538181818,1.6712727273,5.2363636364,0.3010909091,7.5403636364,"Control","Encounter","Long",20.5
254.5902857143,68.5165714286,140.7874285714,253.9148571429,78.7285714286,185.664,6.0342857143,2714.8317391304,647.5108695652,1904.4626086957,768.42,284.0204347826,421.222173913,42.3339130435,74.9920661157,1431.0852892562,7895.7114049588,473.946446281,771.2191735537,341.1074380165,224.8849586777,357.5368421053,15.1578947368,50.7957894737,445.2315789474,0,120.7789473684,434.0388571429,218.4537142857,770.2217142857,596.1085714286,47.7394285714,534.5394285714,16.5542857143,497.8046280992,299.3543801653,942.7795041322,942.413553719,180.2965289256,794.987107438,20.7302479339,5.1394285714,3.0034285714,1.0148571429,2.1737142857,10.3165714286,0.6514285714,1.4674285714,3.2452173913,3.1460869565,0.6991304348,1.9460869565,5.3165217391,0.3286956522,6.3365217391,8.5031404959,4.9507438017,0.7557024793,1.7831404959,9.6971900826,0.7338842975,2.2492561983,7.4610526316,4.5221052632,0.9726315789,1.6863157895,11.1494736842,1.1010526316,2.8673684211,4.8731428571,5.3314285714,0.6742857143,2.3371428571,11.7554285714,0.6125714286,3.616,2.412892562,3.2826446281,1.1087603306,2.2333884298,6.3252892562,0.2905785124,3.9758677686,"Control","Encounter","Long",20.5
275.7007228916,85.3373493976,90.153253012,240.076626506,100.1002409639,125.5228915663,0,645.9945205479,3180.7446575343,4258.1802739726,735.3698630137,897.4224657534,547.5879452055,85.1852054795,40.0519626168,1898.2317757009,10050.8837383177,444.3644859813,1098.2220560748,289.7809345794,318.788411215,321.7976470588,17.3788235294,47.8041176471,501.9229411765,7.2211764706,134.1335294118,536.4178217822,344.8265346535,1754.918019802,534.7615841584,165.2637623762,531.1116831683,51.6605940594,430.24,461.102,967.536,540.112,197.398,361.904,39.056,6.1937349398,3.938313253,0.774939759,2.4607228916,11.5662650602,0.5291566265,1.494939759,7.0487671233,6.3945205479,1.0323287671,3.1167123288,9.7183561644,0.775890411,7.2295890411,8.283364486,5.2710280374,0.6482242991,1.8392523364,9.9476635514,0.7379439252,1.8728971963,7.5935294118,5.2588235294,1.08,1.5688235294,10.9147058824,1.1223529412,2.7617647059,6.2091089109,6.1425742574,0.7603960396,2.9287128713,13.5112871287,0.7271287129,3.8803960396,2.762,3.786,1.072,2.516,6.25,0.398,4.39,"Control","Encounter","Long",336.5
351.5694339623,115.6913207547,132.0724528302,464.5030188679,123.0826415094,218.2777358491,0,2089.2093506493,1254.5361038961,1669.1657142857,776.7942857143,358.2997402597,297.8431168831,27.5594805195,78.4264285714,2158.5128571429,7369.5503571429,345.135,853.7892857143,251.3292857143,252.2078571429,350.5048275862,16.9986206897,35.7434482759,406.6965517241,0,116.7255172414,518.3741176471,235.2635294118,562.5,578.0423529412,50.1952941176,456.7941176471,12.7764705882,459.843,561.468,897.744,605.484,228.876,309.639,18.114,5.3750943396,3.2105660377,0.7132075472,2.1464150943,10.7705660377,0.5547169811,1.6188679245,4.1922077922,3.9023376623,2.1568831169,2.6555844156,6.1620779221,0.8384415584,8.5527272727,7.5492857143,4.2792857143,0.6364285714,1.5214285714,8.5564285714,0.6214285714,2.1428571429,6.7806896552,4.3986206897,0.8110344828,1.8993103448,11.3144827586,1.0303448276,2.8082758621,4.22,4.8788235294,0.6741176471,2.5517647059,11.2529411765,0.5647058824,3.2505882353,2.595,3.021,0.96,2.127,5.046,0.378,5.64,"Control","Encounter","Long",336.5
369.325,122.1825,173.37625,425.465,112.165,294.63375,0,3223.0205217391,544.6153043478,1619.6869565217,679.3210434783,221.5022608696,575.6306086956,60.931826087,73.0512820513,2094.081025641,8688.0471794872,489.0112820513,930.8174358974,353.4297435897,354.7158974359,259.8485393258,12.808988764,53.2179775281,395.6278651685,8.7033707865,148.6813483146,429.5112605042,159.6917647059,574.5388235294,459.6383193277,45.0262184874,471.9005042017,10.1314285714,462.7165714286,356.24,1001.6045714286,721.7851428571,193.088,645.0582857143,41.6525714286,6.0025,3.92,0.7675,2.5225,12.1125,0.6,1.79,4.0006956522,4.4806956522,0.9954782609,2.7485217391,7.1540869565,0.4486956522,8.1245217391,8.1702564103,5.0584615385,0.681025641,1.8564102564,9.4564102564,0.7323076923,2.5579487179,6.6512359551,4.3537078652,0.7415730337,1.5168539326,9.9788764045,0.9573033708,2.2287640449,4.4369747899,5.0571428571,0.8016806723,2.494789916,11.0359663866,0.6020168067,3.0050420168,3.024,4.0217142857,1.0914285714,2.3268571429,6.3371428571,0.4365714286,5.208,"Control","Encounter","Long",189.5
207.44,100.7304,152.2656,319.9392,107.652,226.3368,15.7416,2662.28,1013.94875,3910.69375,662.16375,444.035,598.96125,102.15875,35.4970588235,1510.8652941176,10261.6094117647,471.3829411765,947.2094117647,274.0623529412,349.7523529412,250.4731034483,18.6248275862,36.8586206897,355.1193103448,10.0696551724,122.2717241379,990.9726315789,588.5052631579,2322.1357894737,1107.8936842105,162.6157894737,863.58,47.2768421053,620.9136,452.4576,923.1696,855.2712,222.9264,483.3888,22.6872,6.5568,4.2504,0.7632,2.6064,13.416,0.6168,2.136,5.68,4.9225,0.855,2.5925,8.8775,0.5375,10.3375,7.3164705882,3.9035294118,0.48,1.3305882353,7.7858823529,0.5576470588,1.6482352941,5.46,3.5627586207,0.6993103448,1.2268965517,8.215862069,0.8089655172,2.3689655172,4.9744426698,5.3241909849,0.7186443359,2.6186378454,12.1936764772,0.6338929152,3.6994166106,2.3952,3.2832,1.2216,1.9968,5.7528,0.3504,6.1728,"Control","Encounter","Long",189.5
221.756,96.458,153.322,531.422,122.532,232.752,7.122,2181.1094505495,735.3771428571,3741.4931868132,792.5024175824,494.8232967033,733.1037362637,78.9481318681,141.2292537313,1264.0728358209,10660.3110447761,706.9540298507,1176.6823880597,497.1241791045,328.7462686567,369.3646153846,210.1753846154,502.9430769231,757.4261538461,55.3061538462,279.3,460.7464285714,127.1528571429,929.5135714286,659.2735714286,78.3771428571,1017.3,0,851.0032653061,568.8195918367,2013.8718367347,830.2481632653,311.4587755102,961.067755102,35.5836734694,5.92,3.708,0.884,2.052,11.872,0.64,2.004,4.8448351648,4.4861538462,0.778021978,2.4395604396,7.9753846154,0.4668131868,8.0624175824,8.5253731343,5.0686567164,0.9349253731,1.6191044776,10.0370149254,0.7486567164,2.4752238806,8.6676923077,5.7092307692,1.1215384615,1.8276923077,13.5,1.2369230769,3.4615384615,5.6035714286,5.0764285714,0.8164285714,2.1321428571,13.1142857143,0.6514285714,2.8392857143,2.987755102,3.7493877551,1.08,2.1918367347,6.492244898,0.36,6.053877551,"Isolation","Encounter","Long",535.5
373.0884210526,76.4484210526,181.6568421053,430.1052631579,161.2442105263,325.8294736842,28.6357894737,222.5221621622,2321.5751351351,8840.5135135134,793.3167567567,1080.0421621622,691.3232432432,227.7989189189,50.324,1931.988,15376.164,627.01,1456.396,262.946,496.754,364.1929411765,0,42.9741176471,431.7741176471,0,233.7858823529,914.6623255814,670.6381395349,3123.3013953489,1192.8502325582,319.9813953488,763.3981395349,95.7544186047,1354.5085714286,1026.3142857143,2903.5085714286,1406.1257142857,473.4228571429,1220.2,75.2685714286,6.0042105263,4.3536842105,0.7410526316,2.4715789474,13.5031578947,0.5431578947,1.6210526316,7.1027027027,6.7135135135,1.2,2.2313513514,10.8908108108,1.0118918919,3.2302702703,9.54,5.992,0.704,1.872,11.364,0.796,2.136,7.6235294118,5.3176470588,0.8964705882,1.8729411765,12.6117647059,1.1223529412,2.5905882353,6.84,7.4009302326,0.9404651163,2.6762790698,13.2837209302,0.7786046512,7.2697674419,3.9485714286,5.88,1.6742857143,3.3485714286,9.0742857143,0.56,9.6971428571,"Isolation","Encounter","Long",535.5
275.7085714286,147.3714285714,132.3219047619,409.7504761905,100.0742857143,163.3733333333,15.8438095238,1882.675,1258.29,8749.575,885.935,622.44,1091.0525,168.5025,279.6993103448,1657.8151724138,14298.2896551723,655.9255172414,1194.6482758621,490.36,455.1972413793,283.6594285714,0,45.5348571429,410.6142857143,0,168.3565714286,806.2248,254.5512,2171.3496,864.8616,125.1336,835.7448,67.884,573.1813953488,493.2223255814,1217.8576744186,654.1590697674,201.5497674419,611.0902325581,45.0055813953,6.0304761905,3.8019047619,0.8266666667,2.5447619048,11.36,0.5561904762,1.8552380952,5.81,5.65,1.145,2.675,9.085,0.68,7.61,10.3889655172,6.7834482759,0.8689655172,2.3337931034,12.3613793103,0.8055172414,3.1586206897,7.2342857143,4.608,0.8742857143,1.6594285714,10.9508571429,1.0045714286,2.3451428571,7.548,7.032,0.9528,2.6976,15.1704,0.8184,5.3232,3.3041860465,3.7339534884,1.0074418605,2.271627907,5.6260465116,0.368372093,7.303255814,"Isolation","Encounter","Long",632
